candle_begin_time,open,high,low,close,signal,pos,b_bar_quote_volume,kline_pct,r_line_equity_curve
2023-05-15 17:00:00,0.001696,0.0017192,0.0016847,0.0016968,,0.0,65533272.0269141,[0.00041271],1.0
2023-05-15 18:00:00,0.0016968,0.0017043,0.001664,0.001675,-1.0,0.0,50350040.9403067,[-0.01284771],1.0
2023-05-15 19:00:00,0.001675,0.0016766,0.001635,0.0016679,,-1.0,47701342.9343066,[-0.00423881],1.0024396058664662
2023-05-15 20:00:00,0.0016679,0.0016764,0.0016436,0.001662,,-1.0,32780886.4686432,[-0.00353738],1.0059619937764661
2023-05-15 21:00:00,0.0016621,0.0016894,0.0016504,0.0016874,,-1.0,34691233.8186533,[0.01528279],0.9907978153164663
2023-05-15 22:00:00,0.0016874,0.0017656,0.0016734,0.0017298,1.0,-1.0,103362171.2613295,[0.02512741],0.963624667910131
2023-05-15 23:00:00,0.0017298,0.001749,0.0017032,0.0017318,,1.0,53551973.0176623,[0.0011562],0.9630035183839732
2023-05-16 00:00:00,0.0017318,0.0018202,0.0017227,0.0018106,,1.0,132157007.09712669,[0.04550179],1.006900860221294
2023-05-16 01:00:00,0.0018108,0.0018185,0.0017386,0.0017634,,1.0,89296158.9627949,[-0.02606871],0.9806070209481779
2023-05-16 02:00:00,0.0017634,0.0017657,0.001713,0.0017346,,1.0,56085837.1571313,[-0.01633209],0.9645633224086493
2023-05-16 03:00:00,0.0017345,0.0017399,0.0017131,0.0017233,,1.0,34676054.0122605,[-0.00651447],0.9582683990233483
2023-05-16 04:00:00,0.0017233,0.0017235,0.0016625,0.0016902,,1.0,65441238.9901153,[-0.01920733],0.9398292871602096
2023-05-16 05:00:00,0.0016901,0.001723,0.0016578,0.0016943,,1.0,65837691.8581191,[0.00242575],0.9421132859106286
2023-05-16 06:00:00,0.0016943,0.0016944,0.0016542,0.0016695,,1.0,48728245.8638666,[-0.01463731],0.9282978788349235
2023-05-16 07:00:00,0.0016694,0.001699,0.0016624,0.0016956,,1.0,51207766.8966469,[0.01563342],0.9428374806363712
2023-05-16 08:00:00,0.0016956,0.0017164,0.0016759,0.0016869,,1.0,47778578.8216569,[-0.00513093],0.9379909467025552
2023-05-16 09:00:00,0.0016869,0.0016936,0.0016551,0.0016701,,1.0,42569118.8453847,[-0.0099591],0.9286321225544971
2023-05-16 10:00:00,0.0016701,0.0016777,0.00163,0.001657,,1.0,56715438.1901301,[-0.00784384],0.9213344680104755
2023-05-16 11:00:00,0.001657,0.001686,0.0016481,0.0016753,,1.0,42543160.2929747,[0.01104406],0.9315289014574674
2023-05-16 12:00:00,0.0016753,0.0016896,0.0016552,0.0016799,-1.0,1.0,60756912.4523365,[0.00274578],0.9324076972286957
2023-05-16 13:00:00,0.0016799,0.0016854,0.0016562,0.0016611,,-1.0,56973302.3968691,[-0.01119114],0.9411648161343734
2023-05-16 14:00:00,0.0016611,0.0016705,0.0016467,0.0016621,,-1.0,52588116.121973,[0.00060201],0.9406097785410171
2023-05-16 15:00:00,0.001662,0.0017298,0.001661,0.0017196,,-1.0,101218920.522284,[0.03459479],0.908695116923032
2023-05-16 16:00:00,0.0017197,0.00175,0.001671,0.0017031,,-1.0,120672069.8144909,[-0.00959525],0.9178532372134102
2023-05-16 17:00:00,0.0017031,0.0017137,0.0016863,0.0017029,,-1.0,48224308.3681712,[-0.00011743],0.9179642447320814
2023-05-16 18:00:00,0.0017028,0.0017143,0.0016886,0.0017061,,-1.0,42615565.4106604,[0.00187915],0.9161881244333413
2023-05-16 19:00:00,0.0017062,0.001712,0.0016616,0.001664,,-1.0,52896056.6294014,[-0.02467616],0.9395552071136403
2023-05-16 20:00:00,0.0016641,0.001697,0.0016553,0.0016712,,-1.0,47305067.0872308,[0.00432692],0.9355589364414749
2023-05-16 21:00:00,0.0016712,0.00169,0.0016653,0.0016861,,-1.0,27664522.0993986,[0.00891575],0.9272888763004666
2023-05-16 22:00:00,0.0016862,0.001687,0.0016629,0.0016716,,-1.0,27720245.0721964,[-0.00859973],0.9353369214041325
2023-05-16 23:00:00,0.0016716,0.0016766,0.0016539,0.0016643,,-1.0,28334372.5619597,[-0.00436707],0.9393886958356332
2023-05-17 00:00:00,0.0016644,0.0016911,0.00161,0.0016741,,-1.0,94945447.4384148,[0.00588836],0.9339493274207419
2023-05-17 01:00:00,0.0016741,0.001685,0.0016523,0.0016762,,-1.0,51078696.5643446,[0.00125441],0.9327837484746937
2023-05-17 02:00:00,0.0016762,0.0016891,0.0016675,0.0016693,,-1.0,30056634.0098826,[-0.00411645],0.9366135078688519
2023-05-17 03:00:00,0.0016693,0.001681,0.0016582,0.0016728,,-1.0,23446669.2731749,[0.00209669],0.9346708762921049
2023-05-17 04:00:00,0.0016727,0.0016861,0.0016675,0.0016715,,-1.0,24982544.1822724,[-0.00077714],0.935392425163468
2023-05-17 05:00:00,0.0016714,0.0016733,0.00165,0.0016538,,-1.0,29112855.0021065,[-0.01058929],0.9452165905658738
2023-05-17 06:00:00,0.0016538,0.001658,0.0016404,0.0016498,,-1.0,31750157.6093691,[-0.00241867],0.9474367409392987
2023-05-17 07:00:00,0.0016497,0.0016592,0.0015574,0.0015733,,-1.0,103453740.4281854,[-0.04636926],0.9898971168310532
2023-05-17 08:00:00,0.0015726,0.0015797,0.0015356,0.0015688,,-1.0,82086042.95121661,[-0.00286023],0.9923947860011565
2023-05-17 09:00:00,0.0015689,0.0015759,0.0015386,0.0015732,,-1.0,45026002.0913421,[0.00280469],0.9899526205903888
2023-05-17 10:00:00,0.0015732,0.0015765,0.0015268,0.0015455,,-1.0,55290309.643114,[-0.01760742],1.0053271619263575
