para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
"[286, 1.0]",36.23,8.01,-60.93%,2023-10-26 20:00:00,2024-01-21 02:00:00,13.15,27.0,47.0,36.49%,11.22%,7.1,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 7 小时 46 分钟,5.0,8.0,0.198054121070123,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[288, 1.0]",34.95,7.82,-61.17%,2023-10-26 20:00:00,2024-01-21 02:00:00,12.78,27.0,47.0,36.49%,11.17%,7.03,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 8 小时 8 分钟,5.0,8.0,0.19589589094638682,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[290, 1.0]",32.12,7.37,-62.32%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.83,27.0,47.0,36.49%,11.06%,6.86,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 8 小时 5 分钟,5.0,8.0,0.1908198743377547,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[292, 1.0]",31.42,7.26,-62.32%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.65,27.0,47.0,36.49%,10.90%,6.78,550.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 8 小时 2 分钟,5.0,8.0,0.18949574806787606,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[294, 1.0]",31.11,7.21,-62.32%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.57,27.0,47.0,36.49%,10.88%,6.77,550.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 8 小时 0 分钟,5.0,8.0,0.18889414057245824,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[280, 1.0]",29.81,7.0,-60.89%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.49,29.0,48.0,37.66%,10.59%,6.2,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 2 小时 24 分钟,3.0,8.0,0.18634746251202117,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[282, 1.0]",30.27,7.07,-62.32%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.35,28.0,49.0,36.36%,10.59%,6.65,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 1 小时 59 分钟,5.0,8.0,0.1872644346466048,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[296, 1.0]",29.88,7.01,-62.32%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.25,27.0,47.0,36.49%,10.83%,6.74,550.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 7 小时 55 分钟,5.0,8.0,0.1864932585724708,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[284, 1.0]",28.93,6.85,-61.93%,2023-10-26 20:00:00,2024-01-21 02:00:00,11.06,27.0,50.0,35.06%,10.50%,7.02,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 1 小时 52 分钟,5.0,8.0,0.18456081759430965,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[266, 1.5]",22.07,5.65,-53.11%,2023-10-26 20:00:00,2024-01-21 02:00:00,10.64,23.0,36.0,38.98%,12.98%,6.31,554.71%,-18.74%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 21 小时 44 分钟,3.0,5.0,0.16854114745001114,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[276, 1.5]",22.91,5.81,-55.95%,2023-10-26 20:00:00,2024-01-21 02:00:00,10.38,22.0,35.0,38.60%,13.56%,6.35,554.71%,-20.04%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 7 小时 3 分钟,3.0,6.0,0.17073875321325005,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[128, 3.5]",12.41,3.68,-35.95%,2023-12-09 10:00:00,2024-02-26 03:00:00,10.23,21.0,17.0,55.26%,13.89%,4.0,382.89%,-23.84%,14 天 11 小时 0 分钟,0 天 13 小时 0 分钟,4 天 13 小时 22 分钟,3.0,3.0,0.1351716277914723,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[274, 1.5]",22.34,5.7,-55.83%,2023-10-26 20:00:00,2024-01-21 02:00:00,10.21,22.0,36.0,37.93%,13.22%,6.54,554.71%,-17.54%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 3 小时 21 分钟,3.0,6.0,0.16924396684733334,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[268, 1.5]",20.87,5.43,-53.64%,2023-10-26 20:00:00,2024-01-21 02:00:00,10.12,22.0,37.0,37.29%,12.89%,6.68,554.71%,-18.74%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 21 小时 51 分钟,3.0,6.0,0.1652452114958507,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[130, 3.5]",12.22,3.63,-35.95%,2023-12-09 10:00:00,2024-02-26 02:00:00,10.1,21.0,17.0,55.26%,13.84%,3.99,382.89%,-23.84%,14 天 11 小时 0 分钟,0 天 13 小时 0 分钟,4 天 13 小时 30 分钟,3.0,3.0,0.13428014231845098,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[278, 1.0]",26.74,6.48,-65.58%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.88,29.0,50.0,36.71%,10.21%,6.21,561.98%,-15.35%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,5 天 22 小时 48 分钟,3.0,9.0,0.17987932474583768,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[330, 2.5]",15.41,4.34,-44.10%,2024-03-14 06:00:00,2024-05-08 21:00:00,9.84,17.0,14.0,54.84%,20.14%,4.59,473.03%,-17.10%,28 天 10 小时 0 分钟,0 天 16 小时 0 分钟,10 天 13 小时 3 分钟,6.0,2.0,0.14758828708932326,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[264, 1.5]",21.73,5.59,-57.18%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.78,23.0,37.0,38.33%,12.74%,6.38,554.71%,-16.18%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 19 小时 47 分钟,3.0,5.0,0.1676226857379457,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[332, 2.5]",15.3,4.31,-44.10%,2024-03-14 06:00:00,2024-05-08 21:00:00,9.78,17.0,14.0,54.84%,20.11%,4.58,473.03%,-17.10%,28 天 10 小时 0 分钟,0 天 16 小时 0 分钟,10 天 13 小时 5 分钟,6.0,2.0,0.14716989509530576,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[298, 1.0]",24.4,6.07,-62.46%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.72,27.0,47.0,36.49%,10.56%,6.41,550.98%,-16.13%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 7 小时 56 分钟,5.0,8.0,0.17444002535584402,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[270, 1.5]",19.91,5.25,-54.17%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.68,21.0,38.0,35.59%,12.79%,7.14,554.71%,-17.54%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 21 小时 39 分钟,3.0,6.0,0.16249710650719673,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[278, 1.5]",21.24,5.5,-57.80%,2023-10-26 20:00:00,2024-02-24 12:00:00,9.51,22.0,35.0,38.60%,13.42%,6.24,554.71%,-20.04%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 7 小时 10 分钟,3.0,6.0,0.1662861459748861,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[300, 1.0]",23.03,5.83,-62.62%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.31,27.0,47.0,36.49%,10.47%,6.33,550.98%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 7 小时 47 分钟,5.0,8.0,0.17103020390472734,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[126, 3.5]",11.14,3.38,-36.49%,2023-05-31 16:00:00,2023-08-20 05:00:00,9.25,21.0,18.0,53.85%,13.41%,4.03,388.95%,-23.84%,14 天 10 小时 0 分钟,0 天 13 小时 0 分钟,4 天 11 小时 13 分钟,3.0,4.0,0.12899033922000114,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[184, 2.0]",15.64,4.39,-47.79%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.18,28.0,41.0,40.58%,10.80%,4.99,572.93%,-18.46%,21 天 5 小时 0 分钟,0 天 3 小时 0 分钟,5 天 2 小时 10 分钟,3.0,4.0,0.14844679276530437,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[180, 2.0]",16.03,4.47,-49.05%,2024-11-14 01:00:00,2024-12-17 23:00:00,9.11,27.0,43.0,38.57%,10.72%,5.42,572.93%,-16.09%,21 天 5 小时 0 分钟,0 天 3 小时 0 分钟,5 天 1 小时 29 分钟,3.0,5.0,0.14986014952248716,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[306, 1.0]",22.84,5.79,-63.72%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.09,23.0,47.0,32.86%,11.02%,7.54,550.98%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 17 小时 2 分钟,3.0,8.0,0.17054823020580767,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[328, 1.0]",22.96,5.82,-64.02%,2023-10-26 20:00:00,2024-01-21 02:00:00,9.08,22.0,43.0,33.85%,11.73%,7.22,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 9 小时 34 分钟,3.0,7.0,0.17086568109898947,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[84, 3.5]",14.12,4.06,-44.95%,2024-03-05 01:00:00,2024-04-03 14:00:00,9.04,21.0,22.0,48.84%,10.75%,4.12,224.60%,-20.26%,10 天 17 小时 0 分钟,0 天 14 小时 0 分钟,3 天 5 小时 12 分钟,5.0,5.0,0.1425726051402907,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[86, 3.5]",14.08,4.05,-44.95%,2024-03-05 01:00:00,2024-04-03 10:00:00,9.01,22.0,21.0,51.16%,10.75%,3.77,224.60%,-20.26%,10 天 19 小时 0 分钟,0 天 14 小时 0 分钟,3 天 6 小时 43 分钟,7.0,5.0,0.14237868322554958,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[280, 1.5]",20.37,5.33,-59.48%,2023-10-26 20:00:00,2024-02-24 02:00:00,8.97,22.0,35.0,38.60%,13.32%,6.17,554.71%,-20.04%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 7 小时 7 分钟,3.0,6.0,0.1638295830910732,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[334, 2.5]",13.59,3.94,-44.10%,2024-03-14 06:00:00,2024-05-08 21:00:00,8.94,15.0,16.0,48.39%,19.74%,5.61,473.03%,-17.10%,28 天 10 小时 0 分钟,0 天 16 小时 0 分钟,10 天 13 小时 7 分钟,4.0,3.0,0.14036327364336754,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[274, 1.0]",24.41,6.08,-68.02%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.93,29.0,52.0,35.80%,9.82%,6.32,561.98%,-15.35%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 19 小时 28 分钟,3.0,10.0,0.17446637197272574,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[272, 1.5]",18.58,4.99,-55.83%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.93,21.0,38.0,35.59%,12.67%,7.03,554.71%,-17.54%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 21 小时 56 分钟,3.0,6.0,0.1584380922545494,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[262, 1.0]",22.73,5.77,-64.68%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.92,30.0,56.0,34.88%,9.25%,6.32,561.98%,-18.46%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 11 小时 0 分钟,3.0,9.0,0.17026013460552303,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[336, 2.5]",13.43,3.91,-44.10%,2024-03-14 06:00:00,2024-05-08 21:00:00,8.86,15.0,16.0,48.39%,19.70%,5.61,473.03%,-17.10%,28 天 10 小时 0 分钟,0 天 16 小时 0 分钟,10 天 13 小时 48 分钟,4.0,3.0,0.13967480063482385,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[172, 2.0]",14.89,4.23,-48.04%,2024-11-14 01:00:00,2024-12-17 23:00:00,8.8,30.0,45.0,40.00%,9.93%,4.89,572.93%,-17.48%,19 天 11 小时 0 分钟,0 天 3 小时 0 分钟,4 天 18 小时 11 分钟,6.0,5.0,0.14562119130348528,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[262, 1.5]",18.89,5.05,-57.53%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.77,24.0,38.0,38.71%,12.13%,6.03,554.71%,-16.18%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,6 天 15 小时 26 分钟,4.0,5.0,0.1594028596670034,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[330, 1.0]",22.01,5.64,-64.43%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.76,22.0,43.0,33.85%,11.64%,7.16,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 9 小时 12 分钟,3.0,7.0,0.1683730059419557,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[132, 3.5]",11.26,3.41,-39.02%,2023-12-09 10:00:00,2024-02-26 14:00:00,8.73,19.0,19.0,50.00%,13.63%,4.77,382.89%,-23.84%,14 天 11 小时 0 分钟,0 天 13 小时 0 分钟,4 天 13 小时 50 分钟,3.0,5.0,0.12962427033489,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[176, 2.0]",15.13,4.28,-49.05%,2024-11-14 01:00:00,2024-12-17 23:00:00,8.73,28.0,45.0,38.36%,10.19%,5.39,572.93%,-14.96%,19 天 11 小时 0 分钟,0 天 3 小时 0 分钟,4 天 20 小时 20 分钟,4.0,5.0,0.14655300927712278,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[156, 2.0]",15.57,4.37,-50.55%,2023-10-26 20:00:00,2023-11-28 02:00:00,8.65,33.0,47.0,41.25%,9.07%,4.41,534.35%,-17.48%,16 天 17 小时 0 分钟,0 天 3 小时 0 分钟,4 天 11 小时 25 分钟,6.0,7.0,0.14819665034953688,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[272, 1.0]",23.09,5.84,-67.83%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.61,29.0,53.0,35.37%,9.62%,6.41,561.98%,-15.35%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 17 小时 13 分钟,3.0,10.0,0.17118459590270518,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[308, 1.0]",20.85,5.42,-63.74%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.51,23.0,48.0,32.39%,10.68%,7.42,545.17%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 15 小时 19 分钟,2.0,8.0,0.16518808497738502,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[172, 2.5]",13.84,4.0,-47.05%,2024-03-14 06:00:00,2024-07-03 13:00:00,8.5,25.0,37.0,40.32%,11.49%,5.22,559.09%,-17.93%,19 天 8 小时 0 分钟,0 天 10 小时 0 分钟,5 天 5 小时 28 分钟,3.0,4.0,0.1414121978088021,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[276, 1.0]",23.19,5.86,-69.03%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.48,29.0,52.0,35.80%,9.79%,6.18,561.98%,-15.35%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 20 小时 5 分钟,3.0,10.0,0.17143770629980803,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[266, 1.0]",22.0,5.64,-66.74%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.45,29.0,56.0,34.12%,9.31%,6.44,561.98%,-18.46%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 13 小时 45 分钟,3.0,10.0,0.1683344043234194,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[434, 2.5]",13.74,3.98,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.45,12.0,12.0,50.00%,25.85%,6.17,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 17 小时 7 分钟,2.0,2.0,0.1409923321237343,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[436, 2.5]",13.72,3.97,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.44,12.0,12.0,50.00%,25.83%,6.17,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 18 小时 17 分钟,2.0,2.0,0.14092289438028005,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[438, 2.5]",13.71,3.97,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.43,12.0,12.0,50.00%,25.82%,6.18,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 20 小时 0 分钟,2.0,2.0,0.14085059526611232,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[88, 3.5]",12.88,3.78,-44.95%,2024-03-05 01:00:00,2024-03-21 09:00:00,8.42,22.0,21.0,51.16%,10.47%,3.68,224.60%,-20.26%,10 天 22 小时 0 分钟,0 天 14 小时 0 分钟,3 天 8 小时 6 分钟,7.0,4.0,0.13728480771187446,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[182, 2.0]",14.39,4.12,-49.05%,2024-11-14 01:00:00,2024-12-17 23:00:00,8.4,27.0,43.0,38.57%,10.58%,5.27,572.93%,-18.46%,21 天 5 小时 0 分钟,0 天 3 小时 0 分钟,5 天 1 小时 32 分钟,3.0,5.0,0.14362955269076982,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[292, 3.0]",11.01,3.34,-39.80%,2024-11-14 01:00:00,2024-12-31 23:00:00,8.4,14.0,15.0,48.28%,20.66%,6.2,487.51%,-14.28%,19 天 10 小时 0 分钟,0 天 10 小时 0 分钟,8 天 11 小时 41 分钟,6.0,3.0,0.12832831637632824,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[304, 1.0]",20.36,5.33,-63.45%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.4,24.0,48.0,33.33%,10.56%,7.1,550.98%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 12 小时 58 分钟,3.0,8.0,0.16378768705400404,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[294, 3.0]",11.01,3.34,-39.80%,2024-11-14 01:00:00,2024-12-31 23:00:00,8.4,14.0,15.0,48.28%,20.66%,6.2,487.51%,-14.28%,19 天 10 小时 0 分钟,0 天 10 小时 0 分钟,8 天 11 小时 41 分钟,6.0,3.0,0.12832831637632824,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[440, 2.5]",13.49,3.92,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.33,12.0,12.0,50.00%,25.73%,6.17,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 20 小时 7 分钟,2.0,2.0,0.139935906300362,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[158, 3.0]",11.98,3.57,-43.09%,2024-03-09 00:00:00,2024-07-15 10:00:00,8.3,23.0,29.0,44.23%,12.51%,4.45,506.03%,-18.38%,16 天 10 小时 0 分钟,0 天 13 小时 0 分钟,5 天 1 小时 5 分钟,4.0,4.0,0.13312454890873893,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[264, 1.0]",20.76,5.41,-65.11%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.3,29.0,57.0,33.72%,9.14%,6.48,561.98%,-18.46%,36 天 16 小时 0 分钟,0 天 0 小时 0 分钟,5 天 12 小时 0 分钟,3.0,9.0,0.16493485391784835,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[332, 1.0]",20.28,5.32,-64.43%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.25,23.0,43.0,34.85%,11.34%,6.67,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 5 小时 9 分钟,3.0,7.0,0.16356070589890193,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[186, 2.0]",13.68,3.96,-48.11%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.24,28.0,41.0,40.58%,10.53%,4.83,572.93%,-18.46%,21 天 23 小时 0 分钟,0 天 3 小时 0 分钟,5 天 2 小时 58 分钟,3.0,4.0,0.14075069837821497,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[442, 2.5]",13.29,3.88,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.23,12.0,12.0,50.00%,25.66%,6.15,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 19 小时 57 分钟,2.0,2.0,0.1390814520060597,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[148, 2.5]",12.69,3.74,-45.63%,2024-11-14 01:00:00,2024-12-18 02:00:00,8.2,29.0,42.0,40.85%,9.70%,4.61,526.24%,-15.60%,16 天 9 小时 0 分钟,0 天 7 小时 0 分钟,4 天 8 小时 37 分钟,3.0,4.0,0.1364316521252842,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[146, 2.5]",12.85,3.78,-46.36%,2024-11-14 01:00:00,2024-12-18 02:00:00,8.15,29.0,42.0,40.85%,9.72%,4.61,526.76%,-15.60%,16 天 7 小时 0 分钟,0 天 7 小时 0 分钟,4 天 8 小时 2 分钟,3.0,4.0,0.13714737510638564,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[444, 2.5]",13.08,3.83,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.13,11.0,13.0,45.83%,25.58%,7.24,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 19 小时 45 分钟,2.0,2.0,0.13816957362454452,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[446, 2.5]",13.04,3.82,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.11,11.0,13.0,45.83%,25.57%,7.22,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 20 小时 2 分钟,2.0,2.0,0.13797369122485725,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[326, 1.0]",19.48,5.16,-63.77%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.1,22.0,46.0,32.35%,10.98%,7.32,540.58%,-16.18%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 1 小时 26 分钟,3.0,7.0,0.16122634791999846,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[116, 3.0]",12.02,3.58,-44.25%,2024-05-27 15:00:00,2024-07-03 13:00:00,8.1,27.0,40.0,40.30%,9.11%,4.52,441.21%,-17.48%,14 天 13 小时 0 分钟,0 天 3 小时 0 分钟,3 天 13 小时 46 分钟,2.0,5.0,0.13331829991180189,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[344, 1.0]",18.83,5.04,-62.41%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.07,22.0,43.0,33.85%,11.17%,6.73,519.61%,-16.16%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 6 小时 16 分钟,3.0,7.0,0.1592365043624484,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[338, 1.0]",19.27,5.12,-63.49%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.07,23.0,43.0,34.85%,11.27%,6.59,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 4 小时 44 分钟,3.0,7.0,0.1605714892656107,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[450, 2.5]",12.96,3.8,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.07,11.0,12.0,47.83%,26.65%,6.65,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 17 小时 28 分钟,2.0,2.0,0.13763040708974605,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[448, 2.5]",12.93,3.79,-47.08%,2024-03-14 06:00:00,2024-05-19 21:00:00,8.06,11.0,13.0,45.83%,25.54%,7.18,487.24%,-14.89%,32 天 23 小时 0 分钟,0 天 17 小时 0 分钟,13 天 20 小时 7 分钟,2.0,2.0,0.13750856497836406,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[310, 1.0]",19.29,5.13,-63.79%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.04,22.0,49.0,30.99%,10.57%,7.8,545.17%,-17.62%,35 天 22 小时 0 分钟,0 天 0 小时 0 分钟,6 天 15 小时 5 分钟,2.0,8.0,0.16063350420838307,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[336, 1.0]",19.22,5.11,-63.90%,2023-10-26 20:00:00,2024-01-21 02:00:00,8.0,23.0,43.0,34.85%,11.27%,6.59,540.58%,-16.13%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 5 小时 10 分钟,3.0,7.0,0.16043146769629124,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[358, 1.0]",19.38,5.14,-64.77%,2023-10-26 20:00:00,2024-01-21 02:00:00,7.94,21.0,43.0,32.81%,13.02%,7.74,643.06%,-17.46%,35 天 23 小时 0 分钟,0 天 0 小时 0 分钟,7 天 9 小时 15 分钟,3.0,8.0,0.16090276243631352,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[134, 3.5]",10.72,3.27,-41.25%,2023-12-09 10:00:00,2024-02-25 22:00:00,7.94,19.0,19.0,50.00%,13.51%,4.63,382.89%,-23.84%,14 天 11 小时 0 分钟,0 天 13 小时 0 分钟,4 天 14 小时 45 分钟,3.0,5.0,0.1268167424429063,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[158, 2.0]",14.43,4.13,-52.02%,2023-10-26 20:00:00,2023-11-28 12:00:00,7.93,33.0,47.0,41.25%,8.98%,4.33,534.35%,-17.48%,16 天 17 小时 0 分钟,0 天 3 小时 0 分钟,4 天 10 小时 20 分钟,6.0,7.0,0.1437870991565091,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
