para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
"[240, 2.0]",8.32,2.66,-56.63%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.7,20.0,37.0,35.09%,11.52%,5.85,558.13%,-17.46%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,6 天 7 小时 25 分钟,2.0,5.0,0.11255405156729181,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[256, 6.0]",4.85,1.63,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.7,3.0,1.0,75.00%,89.03%,8.67,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 18 小时 0 分钟,3.0,1.0,0.08268216258032401,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[302, 1.5]",9.99,3.1,-66.02%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.69,21.0,37.0,36.21%,11.48%,5.67,533.66%,-24.29%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 3 小时 40 分钟,3.0,6.0,0.1228556807313752,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[394, 1.5]",9.99,3.09,-66.00%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.69,18.0,28.0,39.13%,14.72%,5.78,565.95%,-17.86%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,9 天 16 小时 24 分钟,3.0,5.0,0.12280844194450946,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[200, 4.0]",5.12,1.72,-36.62%,2024-03-14 06:00:00,2024-12-31 23:00:00,4.69,11.0,9.0,55.00%,22.51%,5.49,448.79%,-13.80%,18 天 4 小时 0 分钟,0 天 10 小时 0 分钟,6 天 14 小时 33 分钟,4.0,2.0,0.08565863305839372,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[260, 6.0]",4.84,1.63,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.69,3.0,1.0,75.00%,88.97%,8.67,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 18 小时 45 分钟,3.0,1.0,0.08257203814446767,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[258, 6.0]",4.84,1.63,-34.67%,2024-03-05 01:00:00,2024-03-05 19:00:00,4.69,3.0,1.0,75.00%,88.97%,8.67,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,10 天 18 小时 45 分钟,3.0,1.0,0.08257203814446767,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[440, 1.0]",10.93,3.33,-70.96%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.69,20.0,37.0,35.09%,12.41%,6.37,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 15 小时 49 分钟,3.0,8.0,0.12793547686973183,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[454, 3.0]",7.51,2.44,-52.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.68,10.0,9.0,52.63%,28.72%,5.37,487.24%,-25.01%,32 天 23 小时 0 分钟,0 天 23 小时 0 分钟,14 天 5 小时 44 分钟,3.0,3.0,0.106784801537543,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[368, 2.0]",9.99,3.09,-66.07%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.68,17.0,22.0,43.59%,17.42%,5.23,573.19%,-21.90%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,10 天 6 小时 7 分钟,3.0,3.0,0.12280520103152481,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[496, 2.5]",7.45,2.42,-51.71%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.68,11.0,12.0,47.83%,23.33%,4.9,455.28%,-23.58%,35 天 20 小时 0 分钟,0 天 17 小时 0 分钟,13 天 22 小时 28 分钟,2.0,2.0,0.1063411499118252,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[392, 1.0]",11.03,3.35,-71.56%,2024-03-14 06:00:00,2024-05-01 10:00:00,4.68,22.0,39.0,36.07%,12.12%,5.76,600.15%,-28.75%,36 天 17 小时 0 分钟,0 天 0 小时 0 分钟,7 天 23 小时 12 分钟,3.0,8.0,0.12844701967603878,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[452, 3.0]",7.51,2.44,-52.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.68,10.0,9.0,52.63%,28.72%,5.37,487.24%,-25.01%,32 天 23 小时 0 分钟,0 天 23 小时 0 分钟,14 天 5 小时 44 分钟,3.0,3.0,0.106784801537543,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[104, 3.5]",7.19,2.35,-50.16%,2024-03-05 01:00:00,2024-04-13 12:00:00,4.68,20.0,24.0,45.45%,8.49%,3.71,224.60%,-23.84%,10 天 8 小时 0 分钟,0 天 13 小时 0 分钟,3 天 14 小时 31 分钟,3.0,4.0,0.1044110329193253,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[220, 3.0]",8.36,2.67,-57.07%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.68,16.0,25.0,39.02%,15.07%,5.76,528.74%,-19.06%,21 天 2 小时 0 分钟,0 天 11 小时 0 分钟,6 天 12 小时 1 分钟,3.0,4.0,0.11281545659543024,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[314, 1.5]",10.07,3.11,-66.75%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.67,20.0,36.0,35.71%,11.85%,5.68,528.01%,-24.29%,35 天 16 小时 0 分钟,0 天 5 小时 0 分钟,7 天 15 小时 21 分钟,3.0,5.0,0.12329289689455236,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[316, 3.0]",6.28,2.08,-44.58%,2024-11-14 01:00:00,2024-12-31 23:00:00,4.67,9.0,19.0,32.14%,19.10%,9.29,482.27%,-15.45%,19 天 15 小时 0 分钟,0 天 7 小时 0 分钟,8 天 13 小时 53 分钟,2.0,4.0,0.09691963072774112,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[390, 1.0]",11.13,3.37,-72.30%,2024-03-14 06:00:00,2024-05-02 20:00:00,4.67,22.0,39.0,36.07%,12.15%,5.78,600.15%,-28.75%,36 天 17 小时 0 分钟,0 天 0 小时 0 分钟,7 天 23 小时 12 分钟,3.0,8.0,0.1289373069549684,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[340, 1.5]",9.49,2.97,-63.50%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.67,19.0,34.0,35.85%,11.17%,5.55,454.27%,-21.62%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,8 天 2 小时 54 分钟,3.0,5.0,0.11994887184885283,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[190, 1.0]",9.5,2.97,-63.59%,2023-10-26 20:00:00,2024-01-18 06:00:00,4.67,39.0,87.0,30.95%,5.93%,5.69,604.95%,-16.27%,22 天 8 小时 0 分钟,0 天 0 小时 0 分钟,3 天 18 小时 49 分钟,4.0,8.0,0.12000613946376726,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[498, 2.5]",7.41,2.41,-51.71%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.66,11.0,12.0,47.83%,23.30%,4.9,455.28%,-23.58%,35 天 20 小时 0 分钟,0 天 17 小时 0 分钟,13 天 22 小时 31 分钟,2.0,2.0,0.10606869908300354,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[60, 3.0]",6.65,2.19,-47.05%,2024-03-05 01:00:00,2024-04-03 07:00:00,4.66,37.0,68.0,35.24%,2.77%,3.64,80.09%,-14.28%,7 天 8 小时 0 分钟,0 天 2 小时 0 分钟,1 天 21 小时 36 分钟,4.0,10.0,0.1000498219872703,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[172, 3.5]",7.63,2.47,-52.99%,2023-12-09 10:00:00,2024-02-26 17:00:00,4.66,17.0,19.0,47.22%,15.07%,4.49,458.52%,-23.84%,17 天 17 小时 0 分钟,0 天 10 小时 0 分钟,5 天 16 小时 6 分钟,6.0,7.0,0.10771445534992696,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[186, 3.5]",5.75,1.92,-41.19%,2023-12-09 10:00:00,2024-02-26 17:00:00,4.66,15.0,15.0,50.00%,16.30%,4.39,458.52%,-19.55%,17 天 17 小时 0 分钟,0 天 10 小时 0 分钟,5 天 23 小时 4 分钟,4.0,4.0,0.09206653097790629,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[316, 2.5]",7.6,2.46,-52.84%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.66,17.0,20.0,45.95%,15.48%,4.37,488.04%,-21.23%,28 天 10 小时 0 分钟,0 天 10 小时 0 分钟,9 天 3 小时 21 分钟,3.0,3.0,0.10746192400827281,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[138, 1.5]",9.42,2.95,-63.25%,2023-10-26 20:00:00,2024-01-10 14:00:00,4.66,43.0,84.0,33.86%,5.48%,4.95,550.18%,-14.28%,16 天 11 小时 0 分钟,0 天 1 小时 0 分钟,3 天 3 小时 39 分钟,5.0,7.0,0.11952924984972957,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[470, 2.0]",8.75,2.77,-59.52%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.66,12.0,19.0,38.71%,19.95%,6.74,523.60%,-21.42%,35 天 20 小时 0 分钟,0 天 3 小时 0 分钟,12 天 18 小时 11 分钟,2.0,3.0,0.11533970061276588,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[314, 3.0]",6.18,2.05,-44.10%,2024-11-14 01:00:00,2024-12-31 23:00:00,4.65,9.0,20.0,31.03%,18.38%,9.68,482.27%,-15.45%,19 天 15 小时 0 分钟,0 天 8 小时 0 分钟,8 天 15 小时 43 分钟,2.0,4.0,0.09599249768263962,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[192, 1.0]",10.32,3.18,-68.45%,2023-10-26 20:00:00,2024-01-18 15:00:00,4.64,37.0,87.0,29.84%,6.08%,6.1,604.95%,-16.53%,22 天 7 小时 0 分钟,0 天 0 小时 0 分钟,3 天 19 小时 56 分钟,4.0,10.0,0.12465494527794085,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[126, 3.0]",8.29,2.65,-57.15%,2024-05-27 15:00:00,2024-09-26 00:00:00,4.64,24.0,40.0,37.50%,8.87%,4.77,437.78%,-17.48%,14 天 15 小时 0 分钟,0 天 13 小时 0 分钟,3 天 17 小时 56 分钟,2.0,6.0,0.11233959083531331,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[206, 3.0]",7.13,2.33,-50.20%,2023-10-26 20:00:00,2024-02-25 13:00:00,4.64,18.0,25.0,41.86%,14.35%,4.9,544.75%,-19.06%,21 天 0 小时 0 分钟,0 天 13 小时 0 分钟,6 天 1 小时 40 分钟,3.0,4.0,0.10389361373375783,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[224, 3.0]",8.27,2.65,-57.07%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.64,16.0,24.0,40.00%,15.37%,5.67,528.74%,-19.06%,19 天 23 小时 0 分钟,0 天 11 小时 0 分钟,6 天 10 小时 0 分钟,3.0,4.0,0.11222110434368848,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[258, 2.0]",8.58,2.73,-58.94%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.63,20.0,35.0,36.36%,11.77%,5.61,544.37%,-17.46%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,6 天 18 小时 42 分钟,3.0,5.0,0.11429290534488157,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[150, 1.5]",9.89,3.07,-66.43%,2023-10-26 20:00:00,2024-01-29 06:00:00,4.62,39.0,79.0,33.05%,5.99%,5.15,553.98%,-15.18%,16 天 16 小时 0 分钟,0 天 1 小时 0 分钟,3 天 11 小时 32 分钟,5.0,7.0,0.12224035886948181,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[356, 3.0]",6.91,2.27,-49.04%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.62,9.0,14.0,39.13%,21.80%,7.3,430.25%,-20.69%,19 天 12 小时 0 分钟,0 天 23 小时 0 分钟,10 天 9 小时 26 分钟,2.0,3.0,0.10220995053301518,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[214, 2.0]",8.42,2.69,-58.38%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.6,22.0,41.0,34.92%,10.64%,5.83,574.89%,-17.05%,21 天 0 小时 0 分钟,0 天 3 小时 0 分钟,5 天 15 小时 0 分钟,3.0,5.0,0.11321947264070364,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[174, 3.0]",7.75,2.5,-54.46%,2024-04-24 03:00:00,2024-11-07 13:00:00,4.6,22.0,28.0,44.00%,12.70%,4.32,542.89%,-21.50%,19 天 4 小时 0 分钟,0 天 13 小时 0 分钟,5 天 8 小时 12 分钟,3.0,3.0,0.10854882367277696,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[226, 2.0]",7.99,2.57,-55.88%,2024-03-14 06:00:00,2024-07-03 13:00:00,4.6,22.0,38.0,36.67%,10.85%,5.39,558.13%,-21.50%,21 天 2 小时 0 分钟,0 天 3 小时 0 分钟,5 天 22 小时 45 分钟,3.0,5.0,0.11028620008094925,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[318, 1.5]",9.89,3.07,-66.75%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.6,20.0,35.0,36.36%,11.38%,5.44,488.04%,-24.29%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,7 天 18 小时 57 分钟,3.0,5.0,0.12224063920751882,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[198, 1.0]",10.12,3.13,-68.19%,2023-10-26 20:00:00,2024-01-18 15:00:00,4.59,36.0,86.0,29.51%,6.18%,6.27,609.97%,-16.80%,22 天 7 小时 0 分钟,0 天 0 小时 0 分钟,3 天 21 小时 10 分钟,4.0,10.0,0.12357034378304355,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[478, 2.5]",7.29,2.38,-51.71%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.59,11.0,13.0,45.83%,21.98%,5.35,455.28%,-19.16%,33 天 2 小时 0 分钟,0 天 17 小时 0 分钟,13 天 14 小时 5 分钟,2.0,2.0,0.10515469725765803,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[480, 2.5]",7.29,2.38,-51.71%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.59,11.0,13.0,45.83%,21.98%,5.35,455.28%,-19.16%,33 天 2 小时 0 分钟,0 天 17 小时 0 分钟,13 天 14 小时 5 分钟,2.0,2.0,0.10515469725765803,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[264, 3.0]",7.13,2.33,-50.73%,2023-12-09 10:00:00,2024-02-25 13:00:00,4.59,14.0,22.0,38.89%,16.36%,6.18,515.60%,-16.09%,20 天 0 小时 0 分钟,0 天 10 小时 0 分钟,7 天 0 小时 38 分钟,3.0,5.0,0.10391567863979834,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[112, 3.0]",7.91,2.55,-55.72%,2024-03-05 01:00:00,2024-04-09 14:00:00,4.57,28.0,42.0,40.00%,6.93%,3.82,333.23%,-17.79%,10 天 22 小时 0 分钟,0 天 3 小时 0 分钟,3 天 9 小时 52 分钟,2.0,5.0,0.10971652919041786,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[200, 3.0]",6.77,2.23,-48.72%,2024-08-05 12:00:00,2024-09-22 21:00:00,4.57,20.0,24.0,45.45%,14.03%,4.13,547.47%,-19.06%,20 天 23 小时 0 分钟,0 天 13 小时 0 分钟,5 天 20 小时 21 分钟,3.0,4.0,0.10105275220064236,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[290, 2.0]",8.74,2.77,-60.64%,2023-10-26 20:00:00,2024-02-24 22:00:00,4.57,21.0,29.0,42.00%,13.06%,4.52,540.69%,-27.50%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,7 天 13 小时 37 分钟,3.0,5.0,0.11531555332574284,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[452, 1.0]",9.9,3.07,-67.22%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.57,19.0,37.0,33.93%,12.44%,6.56,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 18 小时 55 分钟,2.0,6.0,0.122336364630665,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[398, 1.0]",11.08,3.36,-73.51%,2024-03-14 06:00:00,2024-05-02 13:00:00,4.57,22.0,38.0,36.67%,12.12%,5.63,586.62%,-28.75%,36 天 17 小时 0 分钟,0 天 0 小时 0 分钟,8 天 2 小时 5 分钟,3.0,8.0,0.1287150109579296,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[174, 4.0]",4.79,1.61,-35.19%,2024-11-14 01:00:00,2024-12-31 23:00:00,4.57,12.0,9.0,57.14%,19.82%,3.88,407.81%,-23.84%,17 天 12 小时 0 分钟,0 天 10 小时 0 分钟,6 天 4 小时 22 分钟,4.0,2.0,0.08202690790033018,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[232, 2.0]",8.49,2.71,-59.39%,2024-03-14 06:00:00,2024-07-03 13:00:00,4.56,21.0,38.0,35.59%,11.17%,5.66,558.13%,-21.50%,21 天 2 小时 0 分钟,0 天 3 小时 0 分钟,6 天 1 小时 36 分钟,3.0,5.0,0.11367878823456201,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[116, 1.5]",10.73,3.28,-71.84%,2023-10-26 20:00:00,2024-01-10 14:00:00,4.56,50.0,96.0,34.25%,5.06%,4.72,567.13%,-14.28%,16 天 10 小时 0 分钟,0 天 3 小时 0 分钟,2 天 19 小时 30 分钟,4.0,8.0,0.12688627016999865,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[388, 1.0]",10.77,3.29,-72.30%,2024-03-14 06:00:00,2024-05-02 20:00:00,4.55,22.0,40.0,35.48%,11.90%,5.87,600.15%,-28.75%,36 天 17 小时 0 分钟,0 天 0 小时 0 分钟,7 天 20 小时 18 分钟,3.0,8.0,0.12708419917494296,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[408, 3.0]",7.36,2.4,-52.65%,2024-03-14 06:00:00,2024-09-20 00:00:00,4.55,10.0,9.0,52.63%,28.89%,4.97,488.67%,-24.45%,31 天 10 小时 0 分钟,0 天 23 小时 0 分钟,12 天 19 小时 34 分钟,3.0,2.0,0.10571035793976047,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[192, 4.0]",5.21,1.75,-38.45%,2023-06-24 12:00:00,2023-07-27 12:00:00,4.54,11.0,9.0,55.00%,22.48%,5.3,444.91%,-13.80%,17 天 16 小时 0 分钟,0 天 10 小时 0 分钟,6 天 12 小时 21 分钟,4.0,2.0,0.08660409034915717,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[252, 5.5]",4.97,1.67,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.54,3.0,3.0,50.00%,59.97%,21.11,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 21 小时 30 分钟,2.0,2.0,0.08410957108188843,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[254, 5.5]",4.97,1.67,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.54,3.0,3.0,50.00%,59.97%,21.11,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 21 小时 30 分钟,2.0,2.0,0.08410957108188843,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[250, 5.5]",4.97,1.67,-36.85%,2024-03-14 06:00:00,2024-07-18 19:00:00,4.54,3.0,3.0,50.00%,59.97%,21.11,344.58%,-14.24%,18 天 6 小时 0 分钟,4 天 21 小时 0 分钟,9 天 21 小时 30 分钟,2.0,2.0,0.08410957108188843,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[194, 1.0]",10.23,3.15,-69.91%,2023-10-26 20:00:00,2024-01-18 15:00:00,4.51,37.0,87.0,29.84%,6.07%,6.1,604.95%,-16.53%,22 天 7 小时 0 分钟,0 天 0 小时 0 分钟,3 天 19 小时 50 分钟,4.0,10.0,0.12417529396071947,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[318, 2.5]",7.34,2.39,-52.94%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.51,17.0,20.0,45.95%,15.37%,4.35,488.04%,-21.23%,28 天 10 小时 0 分钟,0 天 10 小时 0 分钟,9 天 3 小时 24 分钟,3.0,3.0,0.10554995978721693,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[272, 2.0]",8.42,2.69,-59.54%,2023-10-26 20:00:00,2024-02-24 22:00:00,4.51,20.0,34.0,37.04%,12.02%,5.47,540.69%,-24.29%,35 天 16 小时 0 分钟,0 天 3 小时 0 分钟,7 天 0 小时 38 分钟,3.0,5.0,0.11320232297448074,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[268, 4.0]",6.26,2.08,-46.13%,2024-03-14 06:00:00,2024-12-31 23:00:00,4.5,7.0,7.0,50.00%,33.27%,8.16,434.81%,-16.79%,18 天 13 小时 0 分钟,0 天 8 小时 0 分钟,7 天 21 小时 17 分钟,2.0,3.0,0.09675878551525252,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[170, 3.5]",7.3,2.38,-52.87%,2023-12-09 10:00:00,2024-02-26 17:00:00,4.5,17.0,19.0,47.22%,14.21%,4.3,425.67%,-23.84%,15 天 9 小时 0 分钟,0 天 10 小时 0 分钟,5 天 13 小时 45 分钟,6.0,7.0,0.10527438655458621,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[212, 1.5]",8.98,2.84,-63.13%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.49,29.0,54.0,34.94%,8.53%,5.42,593.33%,-20.24%,22 天 0 小时 0 分钟,0 天 3 小时 0 分钟,4 天 23 小时 29 分钟,7.0,9.0,0.11683383968886796,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[376, 2.0]",9.52,2.97,-66.27%,2024-03-14 06:00:00,2024-05-08 21:00:00,4.49,17.0,21.0,44.74%,17.19%,4.89,548.98%,-21.90%,35 天 17 小时 0 分钟,0 天 3 小时 0 分钟,10 天 10 小时 26 分钟,4.0,3.0,0.12009010108266938,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[172, 1.0]",10.01,3.1,-69.00%,2023-10-26 20:00:00,2024-01-18 06:00:00,4.49,41.0,100.0,29.08%,5.30%,5.95,591.32%,-15.18%,19 天 15 小时 0 分钟,0 天 0 小时 0 分钟,3 天 8 小时 28 分钟,5.0,8.0,0.12296811329120083,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[168, 1.0]",10.07,3.11,-69.53%,2023-10-26 20:00:00,2024-01-18 06:00:00,4.48,41.0,102.0,28.67%,5.00%,5.9,548.96%,-15.18%,17 天 4 小时 0 分钟,0 天 0 小时 0 分钟,3 天 7 小时 2 分钟,5.0,9.0,0.12328224246105934,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[472, 2.0]",8.22,2.63,-58.76%,2024-03-14 06:00:00,2024-11-08 16:00:00,4.48,12.0,19.0,38.71%,19.72%,6.6,523.60%,-21.42%,35 天 20 小时 0 分钟,0 天 3 小时 0 分钟,12 天 19 小时 0 分钟,2.0,3.0,0.11188798591684312,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[218, 2.0]",8.22,2.63,-58.93%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.47,22.0,40.0,35.48%,10.55%,5.64,558.13%,-17.05%,21 天 2 小时 0 分钟,0 天 3 小时 0 分钟,5 天 17 小时 13 分钟,3.0,5.0,0.11188825320664408,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[114, 3.0]",7.73,2.5,-55.86%,2024-03-05 01:00:00,2024-04-09 16:00:00,4.47,28.0,41.0,40.58%,7.00%,3.71,333.23%,-17.79%,11 天 2 小时 0 分钟,0 天 3 小时 0 分钟,3 天 11 小时 26 分钟,2.0,5.0,0.10840762357715206,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[110, 3.0]",7.7,2.49,-55.72%,2024-03-05 01:00:00,2024-04-09 16:00:00,4.47,28.0,42.0,40.00%,6.89%,3.76,333.23%,-17.79%,10 天 19 小时 0 分钟,0 天 7 小时 0 分钟,3 天 9 小时 9 分钟,2.0,5.0,0.1082237282604519,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[324, 1.5]",9.32,2.92,-65.59%,2023-10-26 20:00:00,2024-01-21 02:00:00,4.46,19.0,36.0,34.55%,11.05%,5.77,473.03%,-21.62%,35 天 17 小时 0 分钟,0 天 5 小时 0 分钟,7 天 20 小时 3 分钟,3.0,5.0,0.11888236960188414,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[456, 3.0]",7.25,2.37,-53.09%,2024-03-14 06:00:00,2024-05-19 21:00:00,4.46,10.0,9.0,52.63%,28.02%,5.19,475.00%,-25.01%,33 天 0 小时 0 分钟,0 天 23 小时 0 分钟,14 天 7 小时 12 分钟,3.0,3.0,0.10489062804360394,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[270, 3.0]",7.14,2.33,-52.37%,2023-12-09 10:00:00,2024-02-25 13:00:00,4.45,14.0,21.0,40.00%,16.86%,6.01,515.60%,-16.09%,20 天 0 小时 0 分钟,0 天 10 小时 0 分钟,7 天 3 小时 25 分钟,3.0,5.0,0.10397545098505434,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[454, 1.0]",9.67,3.01,-67.76%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.45,19.0,37.0,33.93%,12.40%,6.51,566.42%,-17.07%,36 天 19 小时 0 分钟,0 天 0 小时 0 分钟,8 天 18 小时 42 分钟,2.0,6.0,0.12097530533067258,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[408, 1.0]",9.95,3.08,-69.32%,2023-11-09 14:00:00,2024-01-21 02:00:00,4.45,21.0,37.0,36.21%,12.01%,5.76,568.03%,-31.75%,36 天 17 小时 0 分钟,0 天 0 小时 0 分钟,8 天 9 小时 2 分钟,3.0,8.0,0.12262200054521055,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
"[246, 2.5]",8.21,2.63,-59.03%,2024-03-14 06:00:00,2024-11-07 13:00:00,4.45,19.0,29.0,39.58%,13.29%,5.23,544.59%,-22.94%,28 天 10 小时 0 分钟,0 天 3 小时 0 分钟,6 天 18 小时 23 分钟,3.0,4.0,0.11177142592770362,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
