para,累积净值,年化收益,最大回撤,最大回撤开始时间,最大回撤结束时间,年化收益/回撤比,盈利笔数,亏损笔数,胜率,每笔交易平均盈亏,盈亏收益比,单笔最大盈利,单笔最大亏损,单笔最长持有时间,单笔最短持有时间,平均持仓周期,最大连续盈利笔数,最大连续亏损笔数,月化收益,币种原始累积净值,币种原始年化收益,币种原始最大回撤,币种原始年化收益/回撤比,回测区间
376,1.27,0.16,-85.83%,2023-09-21 21:00:00,2023-12-18 10:00:00,0.18,9.0,14.0,39.13%,21.46%,4.42,558.93%,-56.19%,73 天 20 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 33 分钟,5.0,5.0,0.011937593757134879,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
394,1.26,0.15,-88.45%,2023-09-21 21:00:00,2023-12-28 00:00:00,0.17,8.0,15.0,34.78%,23.01%,5.43,590.63%,-56.24%,73 天 11 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 26 分钟,4.0,5.0,0.011506593295727452,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
28,1.16,0.1,-68.67%,2024-03-05 01:00:00,2024-08-21 21:00:00,0.14,109.0,211.0,34.06%,0.83%,2.45,150.35%,-29.90%,9 天 22 小时 0 分钟,0 天 0 小时 0 分钟,1 天 19 小时 43 分钟,5.0,10.0,0.00753638052153871,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
378,1.18,0.11,-85.85%,2023-09-21 21:00:00,2023-12-18 10:00:00,0.13,8.0,15.0,34.78%,21.54%,5.3,563.81%,-56.48%,73 天 19 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 33 分钟,4.0,5.0,0.00843609423647873,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
424,1.18,0.1,-87.08%,2023-09-21 21:00:00,2023-12-18 10:00:00,0.12,7.0,14.0,33.33%,21.27%,5.71,501.62%,-67.05%,73 天 7 小时 0 分钟,0 天 3 小时 0 分钟,28 天 8 小时 8 分钟,2.0,5.0,0.008184929633225035,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
392,1.16,0.09,-88.05%,2023-09-21 21:00:00,2023-12-28 00:00:00,0.11,8.0,15.0,34.78%,22.90%,5.38,597.38%,-56.29%,73 天 12 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 26 分钟,4.0,5.0,0.007474690143276286,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
332,1.14,0.08,-84.80%,2023-09-21 21:00:00,2023-12-18 10:00:00,0.1,10.0,15.0,40.00%,19.75%,4.06,560.40%,-60.36%,74 天 15 小时 0 分钟,0 天 3 小时 0 分钟,23 天 18 小时 31 分钟,4.0,5.0,0.00665102853353039,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
344,1.13,0.08,-87.68%,2023-09-21 21:00:00,2023-12-18 10:00:00,0.09,10.0,13.0,43.48%,19.77%,3.52,517.86%,-60.59%,74 天 10 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 57 分钟,4.0,2.0,0.006094752236766476,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
318,1.11,0.07,-84.21%,2023-09-21 21:00:00,2024-01-11 12:00:00,0.08,9.0,18.0,33.33%,17.50%,5.15,537.88%,-60.98%,74 天 21 小时 0 分钟,0 天 3 小时 0 分钟,22 天 0 小时 24 分钟,4.0,5.0,0.005258887423876146,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
336,1.11,0.06,-85.49%,2023-06-15 10:00:00,2023-12-18 10:00:00,0.07,9.0,16.0,36.00%,18.82%,4.7,537.25%,-60.77%,74 天 12 小时 0 分钟,0 天 3 小时 0 分钟,23 天 18 小时 28 分钟,5.0,4.0,0.005057135274639135,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
312,1.09,0.05,-87.79%,2023-06-15 10:00:00,2024-01-11 12:00:00,0.06,10.0,21.0,32.26%,14.04%,5.18,502.49%,-62.14%,43 天 16 小时 0 分钟,0 天 3 小时 0 分钟,19 天 4 小时 9 分钟,4.0,5.0,0.004287899459807676,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
398,1.08,0.05,-87.56%,2023-09-21 21:00:00,2023-12-28 00:00:00,0.05,8.0,17.0,32.00%,21.79%,6.05,620.65%,-53.63%,73 天 9 小时 0 分钟,0 天 3 小时 0 分钟,23 天 17 小时 28 分钟,4.0,7.0,0.003832883804141707,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
270,1.04,0.02,-79.11%,2024-03-14 06:00:00,2024-11-09 16:00:00,0.03,11.0,26.0,29.73%,13.31%,5.4,586.19%,-27.10%,43 天 11 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 45 分钟,2.0,4.0,0.0019663831025265033,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
286,1.04,0.03,-86.15%,2023-09-21 21:00:00,2024-01-11 12:00:00,0.03,12.0,23.0,34.29%,14.12%,4.64,565.33%,-56.56%,43 天 14 小时 0 分钟,0 天 3 小时 0 分钟,16 天 23 小时 44 分钟,3.0,4.0,0.002081533254784107,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
328,1.04,0.03,-84.73%,2023-10-02 07:00:00,2023-12-18 10:00:00,0.03,11.0,14.0,44.00%,18.30%,3.31,532.32%,-60.57%,74 天 17 小时 0 分钟,0 天 3 小时 0 分钟,23 天 18 小时 36 分钟,4.0,2.0,0.0021510491276315324,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
342,1.01,0.0,-88.27%,2023-06-15 10:00:00,2023-12-18 10:00:00,0.01,10.0,13.0,43.48%,19.09%,3.4,515.12%,-60.59%,74 天 10 小时 0 分钟,0 天 3 小时 0 分钟,25 天 20 小时 0 分钟,4.0,2.0,0.0003657059913877436,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
320,1.0,0.0,-87.29%,2023-09-21 21:00:00,2024-01-11 12:00:00,0.0,10.0,17.0,37.04%,17.65%,4.34,555.18%,-60.95%,74 天 20 小时 0 分钟,0 天 3 小时 0 分钟,22 天 0 小时 22 分钟,5.0,4.0,0.00014789788594393727,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
334,0.99,-0.0,-85.92%,2023-09-21 21:00:00,2023-12-18 10:00:00,-0.0,10.0,15.0,40.00%,19.29%,3.96,560.26%,-60.26%,74 天 14 小时 0 分钟,0 天 3 小时 0 分钟,23 天 18 小时 28 分钟,4.0,5.0,-0.00032367305871017216,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
438,0.98,-0.01,-85.47%,2023-09-21 21:00:00,2023-12-18 10:00:00,-0.02,7.0,14.0,33.33%,20.51%,5.35,507.85%,-54.18%,73 天 12 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 54 分钟,2.0,5.0,-0.0010689246554566045,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
340,0.93,-0.05,-88.94%,2023-06-15 10:00:00,2023-12-18 10:00:00,-0.05,9.0,14.0,39.13%,18.89%,3.98,516.05%,-60.01%,74 天 11 小时 0 分钟,0 天 3 小时 0 分钟,25 天 19 小时 52 分钟,4.0,4.0,-0.0038830489895019804,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
34,0.92,-0.05,-81.59%,2024-02-28 10:00:00,2024-08-21 14:00:00,-0.06,86.0,190.0,31.16%,0.89%,2.8,148.21%,-43.43%,11 天 15 小时 0 分钟,0 天 0 小时 0 分钟,2 天 2 小时 50 分钟,4.0,12.0,-0.004379675294323593,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
382,0.9,-0.06,-89.30%,2024-07-05 08:00:00,2024-11-11 02:00:00,-0.07,9.0,14.0,39.13%,22.43%,4.21,588.25%,-54.80%,73 天 16 小时 0 分钟,0 天 3 小时 0 分钟,25 天 11 小时 13 分钟,5.0,5.0,-0.005419462527074592,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
294,0.9,-0.06,-87.61%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.07,12.0,21.0,36.36%,12.97%,3.94,518.36%,-60.26%,43 天 14 小时 0 分钟,0 天 3 小时 0 分钟,18 天 0 小时 25 分钟,3.0,4.0,-0.005245925398812967,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
338,0.88,-0.07,-87.66%,2023-06-15 10:00:00,2023-12-18 10:00:00,-0.08,10.0,15.0,40.00%,18.02%,3.75,530.55%,-61.21%,74 天 12 小时 0 分钟,0 天 3 小时 0 分钟,23 天 18 小时 26 分钟,5.0,4.0,-0.006195048116396706,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
440,0.85,-0.1,-85.80%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.11,7.0,14.0,33.33%,20.14%,5.19,513.56%,-53.41%,73 天 12 小时 0 分钟,0 天 3 小时 0 分钟,28 天 4 小时 5 分钟,2.0,5.0,-0.008379020334399967,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
322,0.85,-0.09,-88.83%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.11,10.0,17.0,37.04%,17.21%,4.24,558.97%,-62.82%,74 天 18 小时 0 分钟,0 天 3 小时 0 分钟,22 天 0 小时 20 分钟,5.0,4.0,-0.008062887063328694,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
326,0.83,-0.11,-88.39%,2023-10-02 07:00:00,2024-01-11 12:00:00,-0.12,10.0,17.0,37.04%,16.40%,4.18,538.55%,-61.13%,74 天 17 小时 0 分钟,0 天 3 小时 0 分钟,22 天 0 小时 17 分钟,3.0,3.0,-0.009077603821443736,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
324,0.83,-0.11,-89.77%,2023-10-02 07:00:00,2024-01-11 12:00:00,-0.12,8.0,19.0,29.63%,18.04%,6.06,587.63%,-61.80%,74 天 18 小时 0 分钟,0 天 3 小时 0 分钟,22 天 0 小时 17 分钟,3.0,5.0,-0.009419113792516476,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
288,0.84,-0.1,-84.35%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.12,12.0,21.0,36.36%,12.05%,3.87,506.05%,-56.58%,43 天 14 小时 0 分钟,0 天 3 小时 0 分钟,18 天 0 小时 29 分钟,3.0,3.0,-0.008994282145985077,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
444,0.83,-0.11,-86.48%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.13,7.0,14.0,33.33%,19.85%,5.17,511.68%,-53.79%,73 天 13 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 25 分钟,2.0,5.0,-0.009544807313900838,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
448,0.79,-0.13,-85.59%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.15,7.0,14.0,33.33%,19.02%,5.07,501.44%,-53.17%,73 天 13 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 20 分钟,2.0,5.0,-0.011567842685723306,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
450,0.81,-0.12,-85.00%,2023-09-21 21:00:00,2023-12-18 10:00:00,-0.15,7.0,14.0,33.33%,18.75%,5.01,492.09%,-52.42%,73 天 14 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 31 分钟,2.0,5.0,-0.010784346774977971,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
442,0.8,-0.13,-86.18%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.15,7.0,14.0,33.33%,19.95%,5.11,515.29%,-53.87%,73 天 13 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 37 分钟,2.0,5.0,-0.011211760199938414,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
284,0.8,-0.13,-82.19%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.16,12.0,23.0,34.29%,13.55%,4.33,575.83%,-54.59%,43 天 13 小时 0 分钟,0 天 3 小时 0 分钟,16 天 23 小时 44 分钟,3.0,4.0,-0.011378531791916169,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
446,0.77,-0.15,-86.82%,2023-09-21 21:00:00,2023-12-18 10:00:00,-0.17,7.0,14.0,33.33%,19.05%,5.03,497.27%,-54.43%,73 天 13 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 25 分钟,2.0,5.0,-0.013110724057340928,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
386,0.76,-0.15,-90.29%,2024-05-27 15:00:00,2024-11-11 02:00:00,-0.17,8.0,17.0,32.00%,20.72%,5.57,613.77%,-55.76%,73 天 15 小时 0 分钟,0 天 3 小时 0 分钟,23 天 9 小时 45 分钟,4.0,5.0,-0.013687349752200428,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
384,0.76,-0.15,-90.56%,2024-05-27 15:00:00,2024-11-11 02:00:00,-0.17,8.0,15.0,34.78%,21.96%,4.95,586.34%,-58.68%,73 天 16 小时 0 分钟,0 天 3 小时 0 分钟,25 天 11 小时 7 分钟,4.0,5.0,-0.013694761599701288,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
26,0.77,-0.15,-77.53%,2024-03-05 01:00:00,2024-11-01 13:00:00,-0.19,109.0,237.0,31.50%,0.56%,2.58,124.83%,-30.01%,7 天 19 小时 0 分钟,0 天 0 小时 0 分钟,1 天 16 小时 21 分钟,4.0,10.0,-0.012924314355953537,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
292,0.69,-0.2,-86.38%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.24,11.0,22.0,33.33%,11.31%,4.14,488.84%,-60.62%,43 天 14 小时 0 分钟,0 天 3 小时 0 分钟,18 天 0 小时 27 分钟,3.0,5.0,-0.018510047219163828,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
290,0.68,-0.21,-86.62%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.24,11.0,22.0,33.33%,11.07%,4.12,487.75%,-58.30%,43 天 13 小时 0 分钟,0 天 3 小时 0 分钟,18 天 0 小时 27 分钟,3.0,5.0,-0.019045652764319687,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
282,0.68,-0.21,-84.75%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.25,12.0,23.0,34.29%,13.13%,4.23,577.10%,-54.19%,43 天 13 小时 0 分钟,0 天 3 小时 0 分钟,16 天 23 小时 46 分钟,3.0,4.0,-0.018961344713707806,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
14,0.58,-0.28,-83.57%,2023-06-22 17:00:00,2024-01-15 15:00:00,-0.34,210.0,406.0,34.09%,0.25%,2.15,145.84%,-38.77%,4 天 15 小时 0 分钟,0 天 0 小时 0 分钟,0 天 22 小时 13 分钟,6.0,13.0,-0.026992173237460726,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
452,0.57,-0.29,-85.65%,2023-09-21 21:00:00,2024-01-11 12:00:00,-0.34,7.0,14.0,33.33%,17.24%,4.56,486.99%,-51.82%,73 天 14 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 34 分钟,2.0,5.0,-0.028316034119518996,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
470,0.53,-0.32,-86.65%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.37,7.0,14.0,33.33%,15.84%,4.38,478.59%,-58.05%,74 天 1 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 17 分钟,2.0,5.0,-0.031698515945191796,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
32,0.53,-0.33,-88.99%,2024-03-05 01:00:00,2024-08-22 15:00:00,-0.37,104.0,202.0,33.99%,0.62%,2.31,153.25%,-37.60%,10 天 4 小时 0 分钟,0 天 0 小时 0 分钟,1 天 21 小时 45 分钟,6.0,14.0,-0.031906065138361916,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
30,0.56,-0.3,-79.59%,2024-03-05 01:00:00,2024-08-21 21:00:00,-0.38,103.0,201.0,33.88%,0.62%,2.32,138.49%,-42.52%,9 天 23 小时 0 分钟,0 天 0 小时 0 分钟,1 天 22 小时 4 分钟,6.0,10.0,-0.028724317898420115,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
280,0.49,-0.36,-88.96%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.4,11.0,26.0,29.73%,11.94%,4.96,587.78%,-57.31%,43 天 12 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 42 分钟,2.0,4.0,-0.03547443838254116,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
454,0.48,-0.37,-86.43%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.42,7.0,14.0,33.33%,15.92%,4.3,472.13%,-51.91%,73 天 15 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 31 分钟,2.0,5.0,-0.036734312965227,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
466,0.48,-0.36,-86.34%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.42,7.0,14.0,33.33%,16.16%,4.36,480.38%,-56.56%,73 天 23 小时 0 分钟,0 天 3 小时 0 分钟,28 天 4 小时 0 分钟,2.0,5.0,-0.03600128573571981,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
468,0.48,-0.36,-86.55%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.42,7.0,14.0,33.33%,16.12%,4.35,479.66%,-58.55%,74 天 0 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 57 分钟,2.0,5.0,-0.036540286633170105,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
272,0.48,-0.36,-86.51%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.42,11.0,26.0,29.73%,11.47%,4.77,580.08%,-55.40%,43 天 11 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 45 分钟,2.0,4.0,-0.03656845003760778,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
274,0.44,-0.4,-88.21%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.45,11.0,26.0,29.73%,11.74%,4.79,597.60%,-57.83%,43 天 12 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 43 分钟,2.0,4.0,-0.040822126310382956,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
472,0.42,-0.41,-86.96%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.47,7.0,14.0,33.33%,14.78%,4.11,475.29%,-58.72%,74 天 1 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 17 分钟,2.0,5.0,-0.04258549410995738,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
458,0.41,-0.42,-87.76%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.48,7.0,14.0,33.33%,14.71%,4.08,450.03%,-57.00%,73 天 17 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 8 分钟,2.0,5.0,-0.04370092148986726,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
18,0.46,-0.38,-78.26%,2023-06-06 12:00:00,2024-01-10 08:00:00,-0.48,155.0,335.0,31.63%,0.23%,2.37,128.04%,-23.22%,6 天 1 小时 0 分钟,0 天 0 小时 0 分钟,1 天 4 小时 12 分钟,4.0,10.0,-0.038128073961521514,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
476,0.42,-0.42,-86.11%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.48,7.0,14.0,33.33%,14.23%,4.07,462.47%,-59.27%,74 天 4 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 17 分钟,2.0,5.0,-0.04320989663678143,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
474,0.39,-0.44,-87.60%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.5,7.0,14.0,33.33%,14.33%,4.05,471.25%,-59.68%,74 天 2 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 17 分钟,2.0,5.0,-0.04587978289721406,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
462,0.37,-0.45,-88.28%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.51,7.0,14.0,33.33%,14.73%,4.05,462.01%,-56.92%,73 天 19 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 0 分钟,2.0,5.0,-0.04823215506606626,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
478,0.39,-0.44,-85.89%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.51,7.0,14.0,33.33%,13.43%,3.9,446.01%,-59.58%,74 天 4 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 14 分钟,2.0,5.0,-0.046699139764561526,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
456,0.37,-0.46,-88.96%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.52,7.0,14.0,33.33%,14.74%,4.04,460.14%,-56.82%,73 天 17 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 11 分钟,2.0,5.0,-0.049157149810907574,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
464,0.35,-0.48,-89.01%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.54,7.0,14.0,33.33%,14.25%,3.95,455.37%,-58.20%,73 天 21 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 8 分钟,2.0,5.0,-0.05210502021452612,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
482,0.34,-0.48,-88.00%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.55,7.0,14.0,33.33%,13.30%,3.84,453.16%,-57.85%,74 天 6 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 14 分钟,2.0,5.0,-0.05241803585938176,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
460,0.33,-0.5,-89.41%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.55,7.0,14.0,33.33%,14.27%,3.92,461.49%,-55.86%,73 天 18 小时 0 分钟,0 天 3 小时 0 分钟,28 天 3 小时 5 分钟,2.0,5.0,-0.054624699713452074,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
276,0.32,-0.5,-89.62%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.56,11.0,26.0,29.73%,10.99%,4.55,597.09%,-57.51%,43 天 12 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 43 分钟,2.0,4.0,-0.055179147889291125,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
20,0.37,-0.46,-81.19%,2023-06-22 17:00:00,2024-01-10 01:00:00,-0.56,152.0,296.0,33.93%,0.21%,2.1,123.61%,-26.62%,7 天 1 小时 0 分钟,0 天 0 小时 0 分钟,1 天 6 小时 56 分钟,5.0,11.0,-0.049066626818978554,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
278,0.31,-0.51,-89.34%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.57,11.0,26.0,29.73%,11.17%,4.6,597.28%,-57.98%,43 天 12 小时 0 分钟,0 天 3 小时 0 分钟,16 天 1 小时 42 分钟,2.0,4.0,-0.05705132851944361,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
484,0.32,-0.5,-88.25%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.57,7.0,14.0,33.33%,13.98%,3.89,471.96%,-58.60%,74 天 7 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 14 分钟,2.0,5.0,-0.05568734726204172,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
480,0.31,-0.51,-87.14%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.59,7.0,14.0,33.33%,13.12%,3.79,461.08%,-59.85%,74 天 5 小时 0 分钟,0 天 3 小时 0 分钟,28 天 6 小时 14 分钟,2.0,5.0,-0.05719844636599247,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
486,0.28,-0.54,-89.28%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.6,7.0,14.0,33.33%,13.35%,3.78,464.43%,-58.45%,74 天 9 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 14 分钟,2.0,5.0,-0.06150274365159736,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
498,0.29,-0.53,-88.06%,2023-06-15 10:00:00,2023-12-18 10:00:00,-0.6,7.0,14.0,33.33%,13.22%,3.78,457.87%,-58.66%,74 天 17 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 5 分钟,2.0,5.0,-0.06039051120854255,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
488,0.24,-0.58,-89.05%,2023-06-15 10:00:00,2024-01-11 12:00:00,-0.65,7.0,14.0,33.33%,11.86%,3.53,446.15%,-57.68%,74 天 11 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 0 分钟,2.0,5.0,-0.06899325740974804,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
16,0.24,-0.58,-86.80%,2023-06-06 12:00:00,2024-01-10 08:00:00,-0.67,169.0,375.0,31.07%,0.11%,2.32,129.03%,-36.48%,6 天 0 小时 0 分钟,0 天 0 小时 0 分钟,1 天 1 小时 18 分钟,4.0,11.0,-0.06849366899981979,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
492,0.21,-0.61,-89.77%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.68,7.0,14.0,33.33%,11.72%,3.49,456.82%,-58.97%,74 天 13 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 0 分钟,2.0,5.0,-0.0745686346301897,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
496,0.22,-0.6,-89.05%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.68,7.0,14.0,33.33%,11.15%,3.45,436.36%,-59.45%,74 天 15 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 2 分钟,2.0,5.0,-0.07308691081857155,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
12,0.19,-0.63,-91.81%,2023-06-23 13:00:00,2024-12-31 07:00:00,-0.69,251.0,493.0,33.74%,0.05%,2.01,119.08%,-39.69%,4 天 4 小时 0 分钟,0 天 0 小时 0 分钟,0 天 18 小时 14 分钟,6.0,13.0,-0.0790862198219684,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
490,0.2,-0.63,-90.44%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.7,7.0,14.0,33.33%,10.83%,3.35,437.55%,-60.64%,74 天 12 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 0 分钟,2.0,5.0,-0.07886084594060405,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
494,0.2,-0.63,-89.61%,2024-03-14 06:00:00,2024-11-13 06:00:00,-0.71,7.0,14.0,33.33%,11.17%,3.41,450.76%,-59.07%,74 天 14 小时 0 分钟,0 天 3 小时 0 分钟,28 天 5 小时 2 分钟,2.0,5.0,-0.07899158481656343,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
24,0.09,-0.76,-93.66%,2023-06-24 12:00:00,2024-12-17 09:00:00,-0.82,124.0,260.0,32.29%,-0.07%,2.05,121.36%,-38.77%,7 天 13 小时 0 分钟,0 天 0 小时 0 分钟,1 天 12 小时 15 分钟,4.0,10.0,-0.11213885925392486,12.12,3.61,-67.21%,5.37,2021-01-01_2025-01-01
